air_pressure_at_mean_sea_level_Pa_,air_temperature_K_,sea_surface_wave_mean_period_s_,sea_surface_wave_significant_height_m_,sea_surface_wave_from_direction_degree_,wind_from_direction_degree_,wind_speed_of_gust_mS_1_,wind_speed_mS_1_,eastward_sea_water_velocity_1_mS_1_,northward_sea_water_velocity_1_mS_1_,sea_water_temperature_1_K_,eastward_sea_water_velocity_2_mS_1_,northward_sea_water_velocity_2_mS_1_,sea_water_temperature_2_K_,eastward_sea_water_velocity_3_mS_1_,northward_sea_water_velocity_3_mS_1_,sea_water_temperature_3_K_,eastward_sea_water_velocity_4_mS_1_,northward_sea_water_velocity_4_mS_1_,sea_water_temperature_4_K_,eastward_sea_water_velocity_5_mS_1_,northward_sea_water_velocity_5_mS_1_,sea_water_temperature_5_K_,eastward_sea_water_velocity_6_mS_1_,northward_sea_water_velocity_6_mS_1_,sea_water_temperature_6_K_,eastward_sea_water_velocity_7_mS_1_,northward_sea_water_velocity_7_mS_1_,sea_water_temperature_7_K_,eastward_sea_water_velocity_8_mS_1_,northward_sea_water_velocity_8_mS_1_,sea_water_temperature_8_K_,sea_water_temperature_9_K_,total_water_velocity_1,total_water_velocity_2,total_water_velocity_3,total_water_velocity_4,total_water_velocity_5,total_water_velocity_6,total_water_velocity_7,total_water_velocity_8,total_water_direction_1,total_water_direction_2,total_water_direction_3,total_water_direction_4,total_water_direction_5,total_water_direction_6,total_water_direction_7,total_water_direction_8,time_converted,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,time_str,image_file_names,Time,Wave Height (meters),Wave Category,Marker
100833.8,288.6,3.75,0.41,28.9,315.6,2.25,1.23,0.02948903,0.0879995,288.20831,0.01502203,0.0569998,288.20957,0.01412669,0.07099986,287.98651,-0.03335543,-0.02207748,286.89356,-0.09124951,-0.02982494,285.78055,0.02170654,-0.08837322,285.62824,-0.01248375,-0.1002255,285.39273,-0.003321613,-0.009432226,285.18109,285.04852,0.0928090237562646,0.058946065054089,0.0723915982029385,0.0399999979204411,0.0960000006314776,0.0909999994062637,0.1009999745758012,0.0100000000118422,71.47376651202146,75.23567949377075,78.74694171052604,-146.49999701920973,-161.89999839303184,-76.20000291624369,-97.10000228191772,-109.40001018828056,2023-06-28 13:40:00,313.0,3.4,4.0,0.35,3.7,2.9,344.0,1016.4,14.8,14.7,14.0,99.0,99.0,2023_6_28_13:40:00,2023_6_28_13:40:00.png,2023-06-28 13:40:00,0.41,Low,green
100891.8,288.63,3.3,0.37,29.12,311.0,3.52,2.074,0.02296501,0.0859997,288.30933,0.006834706,0.04399995,288.28513,0.002611013,0.03399999,287.64441,-0.06747397,-0.03497517,285.8971,0.1033079,-0.01877425,285.67307,-0.04635346,-0.07714505,285.10657,-0.06080108,-0.05649981,284.88715,-0.001190027,-0.03097715,284.85169,284.85693,0.089013145570697,0.0445276184643748,0.0341000983706245,0.0759999943690116,0.104999974597485,0.0900000110748554,0.0829999991518222,0.0309999997803746,75.04883195594344,81.17055755347694,85.60861701068302,-152.6000093850124,-10.300012176395851,-121.00002046449876,-137.1000203040399,-92.20000911252768,2023-06-28 14:40:00,318.0,4.0,4.6,0.32,3.23,2.89,8.0,1016.6,14.7,14.8,13.8,99.0,99.0,2023_6_28_14:40:00,2023_6_28_14:40:00.png,2023-06-28 14:40:00,0.37,Low,green
100969.3,288.96,3.38,0.34,29.05,273.5,3.55,2.674,0.008307762,0.03999992,288.34155,0.007707371,0.04599993,288.20487,0.004895646,0.03299996,287.19666,-0.03184178,-0.003178238,285.88687,-0.091274,0.02634491,285.44742,0.04958342,-0.04356011,285.15131,-0.03688932,-0.04604539,284.72376,-0.02596354,-0.06176484,284.62586,284.62787,0.0408535495331194,0.0466411527273559,0.0333611257267933,0.0320000023492662,0.0949999860995152,0.065999990319003,0.0589999989009703,0.0670000064892325,78.2667973289879,80.48834122745556,81.56154126151493,-174.29998960874792,163.89998632100054,-41.3000072846038,-128.70000493172992,-112.79999368555572,2023-06-28 15:40:00,318.0,3.6,4.4,0.28,3.23,2.79,2.0,1017.2,14.8,15.0,14.0,99.0,99.0,2023_6_28_15:40:00,2023_6_28_15:40:00.png,2023-06-28 15:40:00,0.34,Low,green
100967.8,292.05,1.94,0.04,32.65,111.2,4.77,3.054,0.007180279,0.03399993,285.12149,0.01180888,0.0339998,285.07083,0.004937535,0.04099997,284.79547,0.0310904,0.05014367,284.26932,-0.04888295,0.0413093,283.62262,0.0123565,-0.04118637,283.36292,-0.03971862,0.004736159,283.032868,-0.0004397868,0.02799654,282.928314,282.887482,0.0347498438345086,0.0359921664656963,0.0412962079600188,0.0590000051968548,0.0640000083374408,0.0430000019305453,0.039999999709721,0.027999994007161,78.07520252528623,70.84675873706773,83.13306626225409,58.1999939129883,139.7999969476111,-73.30000404583663,173.1999995641934,90.89996318168492,2023-06-29 14:40:00,121.0,4.1,4.8,0.26,2.35,2.4,156.0,1016.7,15.2,14.1,13.1,99.0,99.0,2023_6_29_14:40:00,2023_6_29_14:40:00.png,2023-06-29 14:40:00,0.04,Low,green
100942.2,292.93,1.34,0.05,29.91,136.8,4.01,3.324,0.003998548,0.02899997,285.16156,0.00220784,0.01099998,285.04105,0.002921676,0.008999952,284.86493,0.02809709,0.03255079,284.35849,0.0008156926,-0.008962959,283.72684,-0.06869191,-0.04292344,283.31921,-0.03911784,0.06748181,282.971162,0.01838478,0.01838478,282.93567,282.936494,0.0292743342556103,0.0112193635053865,0.0094623108515457,0.043000004605723,0.0089999993585208,0.0810000012400104,0.0780000005586006,0.0260000052172456,82.14949387880897,78.65078717474681,72.01489034773518,49.19999820644599,-84.80000360307986,-148.0000175660998,120.10000188610653,45.0,2023-06-29 15:40:00,142.0,4.3,5.1,0.3,2.74,2.6,147.0,1017.1,15.3,14.2,13.5,99.0,99.0,2023_6_29_15:40:00,2023_6_29_15:40:00.png,2023-06-29 15:40:00,0.05,Low,green
100982.9,290.23,2.41,0.08,28.96,189.2,3.13,2.071,0.003249801,0.01899997,285.7432,0.0257296,0.08099959,285.06302,0.00366519,0.02999998,284.87936,0.04862345,0.03341797,284.46231,0.01385641,-0.008000002,283.95685,0.02059291,0.004114871,283.39212,-0.03716753,0.02710304,283.16913,0.002595637,-0.02083897,283.026886,283.017365,0.0192758934044702,0.0849879161782903,0.0302230444815954,0.0590000051595201,0.0160000040652527,0.0210000025146365,0.0460000006906793,0.0210000000499206,80.29391559656764,72.37749814528502,83.03451739342545,34.49999893835989,-29.99999986509109,11.300004112731964,143.89998897048463,-82.89998355200116,2023-06-29 16:40:00,140.0,5.1,6.1,0.29,2.86,2.69,139.0,1016.3,15.6,14.1,13.4,99.0,99.0,2023_6_29_16:40:00,2023_6_29_16:40:00.png,2023-06-29 16:40:00,0.08,Low,green
100897.6,292.92,1.93,0.04,24.36,133.5,5.22,4.284,0.004078834,0.04099998,287.11993,0.008752824,0.05899994,285.12702,0.01388931,0.04599979,284.90982,0.04141464,0.04747449,284.18894,0.06217579,-0.02213981,283.25971,-0.005142644,0.01932752,283.25256,-0.006019587,0.01482446,283.078156,-0.007398927,0.01530542,283.075257,283.054718,0.0412023694318658,0.0596456607640369,0.048050948089712,0.0629999968816642,0.0660000003709106,0.0199999954165278,0.0160000013106927,0.0170000000625802,84.31869134309066,81.56154063882009,73.19868203527157,48.8999981113748,-19.60000577978336,104.89996832606109,112.09999341666143,115.79999357404007,2023-06-29 17:40:00,149.0,4.9,5.8,0.37,3.03,2.7,149.0,1016.1,15.8,14.3,14.3,99.0,99.0,2023_6_29_17:40:00,2023_6_29_17:40:00.png,2023-06-29 17:40:00,0.04,Low,green
100845.7,293.88,1.61,0.09000001,21.32,153.0,4.05,3.479,0.005295328,0.04099996,289.65897,0.004106752,0.01299994,285.69537,0.003403392,0.02599998,285.0502,0.0,0.047,284.8121,-0.003222199,-0.04187622,283.42709,0.06397989,0.02303419,283.25723,0.04662616,0.04811446,283.17038,0.03078193,0.003670525,283.15427,283.1474,0.0413405033669062,0.01363318935514,0.0262217855438195,0.047,0.0420000043795712,0.0680000017159426,0.0670000004286358,0.0309999994887181,82.64073333470014,72.46838902106376,82.54239616306837,90.0,-94.39999929218982,19.800009709372222,45.899997225357794,6.800003802794539,2023-06-29 18:40:00,140.0,3.8,5.9,0.33,3.13,2.8,151.0,1015.9,15.8,14.2,14.5,99.0,99.0,2023_6_29_18:40:00,2023_6_29_18:40:00.png,2023-06-29 18:40:00,0.09000001,Low,green
100886.4,291.91,1.75,0.17,20.97,229.8,2.56,1.405,0.01347742,0.06599986,288.21179,0.00930609,0.0429999,286.83368,0.01197993,0.04799985,284.97913,0.00913871,0.08551306,284.56888,-0.002590846,0.05493894,283.43195,0.01004744,0.04283748,283.34,0.01854024,0.05178088,283.24967,0.02851366,0.05165241,283.25205,283.2598,0.0673618762348258,0.0439953942032356,0.049472258113284,0.0859999968083005,0.0549999964665391,0.0440000084466355,0.0550000002984727,0.0590000022491838,78.45866155180187,77.78831152527881,75.98626425663669,83.89999986314972,92.6999910075161,76.80000028578075,70.2999992408087,61.10000188466709,2023-06-29 19:40:00,113.0,5.1,5.8,0.33,3.23,2.9,156.0,1014.9,15.9,14.2,14.6,99.0,99.0,2023_6_29_19:40:00,2023_6_29_19:40:00.png,2023-06-29 19:40:00,0.17,Low,green
100752.9,291.25,1.71,0.11,21.78,236.9,3.36,2.792,0.008723151,0.04199991,288.7309,0.03492052,0.1639996,287.29764,0.03686478,0.1179994,284.95014,-0.009270508,0.02853169,284.7059,-0.07793158,-0.003266289,283.9913,-0.02391542,0.02416718,283.61661,-0.04562173,0.01787896,283.43073,-0.001416592,0.02796414,283.21341,283.122773,0.0428962213181639,0.1676762103496807,0.123623907092473,0.0299999942139021,0.07799999875082,0.0339999985724823,0.0489999944783109,0.0279999974791796,78.26679452228534,77.9795015594423,72.65041345428752,107.99999991315602,-177.60000877730857,134.70000262816373,158.60000052471904,92.89997911223942,2023-06-29 20:40:00,130.0,4.3,6.6,0.33,3.23,2.91,160.0,1014.9,15.9,14.0,14.7,99.0,99.0,2023_6_29_20:40:00,2023_6_29_20:40:00.png,2023-06-29 20:40:00,0.11,Low,green
100761.4,292.1,1.78,0.08,23.81,330.5,4.87,3.847,0.008105302,0.03599991,289.0181,0.01993863,0.1119998,287.60767,0.01151916,0.04999987,286.55313,-0.01122323,0.06706743,286.02435,0.01646585,0.05037734,285.62634,0.02404163,0.02404163,285.232,0.01161041,0.04244052,284.76379,0.02600199,0.0403472,283.84796,283.56226,0.0369010764141007,0.113760732092919,0.0513096291851977,0.0680000077826304,0.0530000056763968,0.0339999992075558,0.043999992707255,0.048000000331251,77.31155428150907,79.90573841020478,77.0263520045063,99.49999275293752,71.90000288194508,45.0,74.70000307011647,57.20000606797038,2023-06-29 21:40:00,133.0,5.4,6.9,0.3,3.23,2.85,165.0,1014.5,16.4,14.0,14.6,99.0,99.0,2023_6_29_21:40:00,2023_6_29_21:40:00.png,2023-06-29 21:40:00,0.08,Low,green
100771.3,290.6,1.53,0.05,26.66,112.6,5.0,3.236,0.06061522,0.2299992,289.39737,0.03738494,0.2379997,289.0611,0.01363451,0.1859999,288.70953,0.08461932,0.05328762,288.34122,0.07072029,0.05726815,288.22403,0.02723332,0.01258357,287.18277,0.02573547,0.03932792,285.14182,0.00874189,0.0369808,284.56662,283.93573,0.2378525528479532,0.2409180170491481,0.1864989615599778,0.099999998812634,0.091000002319267,0.0299999992027883,0.0469999968898647,0.0380000027554222,75.23567730916686,81.07293701469668,85.80749707287504,32.199995277661785,38.99999429224125,24.80001653865491,56.79999971030696,76.70000100247184,2023-06-29 22:40:00,123.0,6.2,6.9,0.29,3.13,2.73,156.0,1014.0,17.5,14.3,14.3,99.0,99.0,2023_6_29_22:40:00,2023_6_29_22:40:00.png,2023-06-29 22:40:00,0.05,Low,green
100675.9,291.62,1.59,0.03,32.02,131.8,3.82,3.536,0.0362627,0.2629998,289.82736,0.01434137,0.249,289.77094,0.02686061,0.1709998,289.60452,0.09376872,0.1406003,289.28168,0.04976399,0.09359244,287.5716,0.02651838,0.0312694,286.72464,0.06919313,0.06362633,286.28061,0.06072405,0.1035016,286.15558,286.10028,0.2654880001268042,0.2494126598500503,0.1730965741128694,0.1690000509187154,0.1059999977635551,0.0409999982217609,0.0939999952577966,0.1199999643790051,82.1494947057468,86.70364187268358,81.07293720868884,56.30000672008703,61.999996697486885,49.69999965145833,42.59999342499845,59.59999095964868,2023-06-30 01:40:00,121.0,7.0,8.6,0.36,2.94,2.8,170.0,1012.2,17.4,14.8,13.9,99.0,99.0,2023_6_30_1:40:00,2023_6_30_1:40:00.png,2023-06-30 01:40:00,0.03,Low,green
100616.9,292.11,0.9800001,0.05,32.5,177.9,4.08,2.84,0.06838014,0.2029988,289.84271,0.06857737,0.2089989,289.74326,0.04407304,0.2359996,288.94629,0.0845925,0.1954817,288.77478,0.1070871,0.1593624,288.29483,0.07929687,0.1153777,287.63941,0.05603308,0.05134485,286.95071,0.0819452,0.06565047,286.41083,286.14642,0.2142063405874336,0.219962260120519,0.2400796618937173,0.2129999673500914,0.1920000560421011,0.1400000258895936,0.0759999978671637,0.105000000067909,71.38390321693576,71.83414100008444,79.42183586228056,66.59999640610926,56.09999718893524,55.50000885599698,42.49999556437955,38.69999373680309,2023-06-30 02:40:00,144.0,6.0,7.5,0.51,3.45,2.94,168.0,1013.4,18.2,14.9,13.7,99.0,99.0,2023_6_30_2:40:00,2023_6_30_2:40:00.png,2023-06-30 02:40:00,0.05,Low,green
100619.3,292.05,1.13,0.05,23.9,168.9,4.33,3.11,0.06994562,0.1719986,289.82919,0.08622774,0.2049982,289.80475,0.036898,0.2429997,289.73706,0.04815671,0.1185957,289.1387,0.07042438,0.1335717,287.6228,0.1085055,0.1175863,286.59357,0.09925613,0.0726445,285.92145,0.02574209,0.03318651,285.81668,285.80753,0.1856768918286397,0.2223948856173351,0.2457851024860742,0.1280000342832536,0.1509999746333568,0.159999942118552,0.1230000110684015,0.0419999957565259,67.87019971183872,67.18707248246717,81.36594462524472,67.90000414517179,62.199996079666604,47.30000386208213,36.19999789054209,52.200006306081775,2023-06-30 03:40:00,181.0,5.4,6.3,0.41,3.23,2.86,165.0,1013.6,17.0,14.7,14.1,99.0,99.0,2023_6_30_3:40:00,2023_6_30_3:40:00.png,2023-06-30 03:40:00,0.05,Low,green
100586.0,292.08,1.04,0.06,23.83,152.2,4.52,2.853,0.0391285,0.1589995,289.67493,0.04696672,0.1379992,289.62976,0.02770884,0.1959998,289.5921,0.03751671,0.1493603,289.13831,0.07649173,0.09115929,288.64093,0.07847006,0.07420546,287.00278,0.02549432,0.07159636,285.88983,0.03677302,0.1131757,285.69174,285.69251,0.1637433373072016,0.1457726036956135,0.1979487343081172,0.1540000089133572,0.1190000038306596,0.1080000028250703,0.0759999941941576,0.1189999750857553,76.17469184063846,71.20447973348176,81.95331803009154,75.90000152924304,49.99999875237955,43.40000503230738,70.39999788206144,71.99999728226742,2023-06-30 04:40:00,149.0,7.2,8.7,0.43,3.13,2.79,175.0,1012.4,17.0,14.5,13.5,99.0,99.0,2023_6_30_4:40:00,2023_6_30_4:40:00.png,2023-06-30 04:40:00,0.06,Low,green
100560.2,291.68,1.16,0.09000001,24.26,155.7,4.16,2.864,0.03960495,0.1239994,289.25717,0.03419447,0.1579996,289.24634,0.01608495,0.1439999,289.26224,0.03321553,0.09538202,289.05716,0.02385729,0.08054086,288.78513,0.06635288,0.08773423,286.60391,0.06918722,0.07630288,285.97003,0.02722621,0.038311,285.8851,285.85251,0.1301706697565258,0.1616574631087006,0.1448954685851579,0.1010000058042637,0.0840000024743077,0.1099999990817604,0.1030000044059358,0.0469999918294046,72.28671019531728,77.78830916495832,83.62641770045532,70.80000193990922,73.49999975661353,52.89999875793836,47.80000274816072,54.60000054891518,2023-06-30 05:40:00,133.0,4.5,5.2,0.44,3.23,2.96,172.0,1012.2,16.4,14.3,13.9,99.0,99.0,2023_6_30_5:40:00,2023_6_30_5:40:00.png,2023-06-30 05:40:00,0.09000001,Low,green
100533.8,290.76,1.38,0.06,24.48,156.4,4.07,2.702,0.01847429,0.07299976,288.98926,0.0289166,0.1519997,288.97083,0.0169454,0.1329999,288.97815,0.05836827,0.09675818,288.88858,0.05773047,0.06904486,288.58267,0.06842422,0.03307756,286.4708,0.08912258,0.0592129,285.8812,0.02694629,0.05805082,285.81354,285.71896,0.0753011577006735,0.1547258173533104,0.1340750535378226,0.1130000015031207,0.0899999992157805,0.0759999924879075,0.1070000083750763,0.0640000019330976,75.79814781667653,79.22869720803592,82.73911545180722,58.89999818702615,50.0999969613027,25.799999763193764,33.59999974044434,65.10000283210151,2023-06-30 06:40:00,182.0,4.5,6.0,0.37,3.03,2.86,165.0,1012.8,16.5,14.4,14.4,99.0,99.0,2023_6_30_6:40:00,2023_6_30_6:40:00.png,2023-06-30 06:40:00,0.06,Low,green
100595.8,290.7,1.08,0.05,26.01,150.0,3.6,2.418,0.0155404,0.08399986,288.79959,0.009032077,0.06899994,288.76895,0.00148353,0.085,288.77829,0.0284138,0.04941311,288.61643,0.03519619,0.065094,288.1904,0.03809078,0.02578939,286.21503,0.03852535,0.05481603,285.7684,-0.01653459,0.07520377,285.70877,285.65329,0.0854252919935284,0.0695885776182954,0.0850129452569483,0.0569999953536147,0.0740000042332167,0.0460000017128314,0.0669999980416671,0.076999997978448,79.5185009658648,82.54239686761048,89.0001014290718,60.09999866631595,61.6000030671654,34.09999291497901,54.90000079526698,102.39997732833834,2023-06-30 07:40:00,147.0,3.7,4.2,0.3,2.94,2.73,155.0,1012.6,16.3,14.3,14.7,99.0,99.0,2023_6_30_7:40:00,2023_6_30_7:40:00.png,2023-06-30 07:40:00,0.05,Low,green
100555.0,290.1,1.08,0.08,23.56,144.7,4.0,2.866,0.00393397,0.02299997,288.62421,0.005864304,0.02999994,288.60648,0.003958407,0.108,288.61902,0.03967434,0.1090043,288.56809,0.07500001,-3.278354e-09,288.49329,0.01317464,0.01369047,287.21542,0.0243194,0.005793698,285.99796,0.02554298,0.02244006,285.66238,285.6174,0.0233339825139601,0.0305677356277499,0.1080725172556725,0.1159999597970861,0.07500001,0.0190000028408024,0.0250000030575038,0.0340000017659411,80.29391731946248,78.9394538901718,87.9009394608768,69.99999099891043,-2.504477638734066e-06,46.09998621875986,13.39999930281178,41.30000476393141,2023-06-30 08:40:00,161.0,3.1,3.6,0.37,3.03,2.92,181.0,1012.3,15.8,14.1,14.8,99.0,99.0,2023_6_30_8:40:00,2023_6_30_8:40:00.png,2023-06-30 08:40:00,0.08,Low,green
100592.6,293.87,2.66,0.08,25.06,142.4,5.33,3.992,0.02928485,0.1189996,288.81073,0.02661625,0.1249997,288.7894,0.0114703,0.124,288.79602,0.07568837,0.0713251,288.7569,0.08956469,0.06724707,288.75513,0.07779982,0.06122244,288.79681,0.06823209,0.05868886,288.71072,0.06418106,0.07004134,288.23019,287.79434,0.1225500193377483,0.1278019943668818,0.1245293852152575,0.10399999636186,0.1120000094570576,0.0989999957150807,0.0900000021881538,0.0949999882722055,76.17468995909373,77.97950201489198,84.71504146469528,43.2999952995524,36.89999941484876,38.20000847613596,40.700001871207085,47.500001472699694,2023-06-30 13:40:00,165.0,3.5,4.3,0.27,3.45,3.16,152.0,1013.0,16.3,15.1,15.1,99.0,99.0,2023_6_30_13:40:00,2023_6_30_13:40:00.png,2023-06-30 13:40:00,0.08,Low,green
100567.9,294.1,2.67,0.08,25.08,125.3,3.65,3.018,0.02806488,0.1339997,289.39682,0.02539976,0.1469998,289.03903,0.02299645,0.1219998,288.99655,0.1420668,0.1306371,288.95151,0.1306894,0.0974129,288.9354,0.09416745,0.03919811,288.94653,0.1004838,0.05592856,288.76981,0.1188609,0.08478263,288.11899,288.00623,0.1369071111721535,0.1491780446583799,0.1241482497365246,0.1930000713954531,0.1629999765606425,0.1020000022895813,0.1149999908091892,0.1460000270497471,78.17096179479202,80.19678843379799,79.32523722007734,42.59999577556796,36.70000659850972,22.599991608818463,29.09999756018333,35.49999168881688,2023-06-30 14:40:00,167.0,4.2,4.8,0.3,3.57,3.24,168.0,1012.6,16.6,15.2,14.8,99.0,99.0,2023_6_30_14:40:00,2023_6_30_14:40:00.png,2023-06-30 14:40:00,0.08,Low,green
100596.1,295.16,2.44,0.07,25.17,132.7,4.06,3.635,0.03628537,0.1539996,290.30658,0.02869319,0.1369997,289.34256,0.01753707,0.1569999,289.11102,0.1220487,0.1336604,289.02411,0.1442242,0.05107244,288.81967,0.07360975,0.04046731,288.63745,0.04632961,0.08862036,288.53113,0.03961935,0.06834696,288.44678,288.39752,0.1582166390623846,0.1399722006416492,0.1579763191880191,0.1809999660216819,0.153000045729384,0.0839999909148721,0.1000000048464083,0.0789999989598993,76.74179473773555,78.17096564724102,83.62641573606317,47.60000396130723,19.499990176515183,28.800004477390843,62.39999725696957,59.8999980836082,2023-06-30 15:40:00,168.0,3.8,4.7,0.27,3.7,3.09,164.0,1013.0,16.3,15.3,15.1,99.0,99.0,2023_6_30_15:40:00,2023_6_30_15:40:00.png,2023-06-30 15:40:00,0.07,Low,green
100563.8,292.16,1.51,0.19,23.97,158.2,1.58,0.7830001,0.09079173,0.203998,289.7562,0.06904331,0.1789987,289.70712,0.0240227,0.1479998,289.48569,0.1094544,0.04919075,289.12845,0.106503,0.06732839,289.00549,0.1272191,0.086783,288.91483,0.07815786,0.06397148,288.8295,0.05496588,0.1797853,288.77176,288.61768,0.2232897719117311,0.1918528427140085,0.1499367563852506,0.1199999815205089,0.1260000044007622,0.1539999626422357,0.1010000065998512,0.1880000054794265,66.0079774315666,68.90739459607379,80.7803986592982,24.1999966048866,32.29999549464722,34.30000428558846,39.30000563326004,73.00000066603145,2023-06-30 16:40:00,177.0,3.5,4.0,0.28,3.57,3.11,156.0,1013.2,16.6,15.5,15.4,99.0,99.0,2023_6_30_16:40:00,2023_6_30_16:40:00.png,2023-06-30 16:40:00,0.19,Low,green
100780.8,296.01,1.64,0.13,23.45,114.6,3.48,2.774,0.02759713,0.1179997,294.16309,0.05529198,0.2199993,293.86179,0.03737447,0.2489997,293.82019,0.1326078,0.198837,293.68118,0.1115782,0.1635675,293.65219,0.09484136,0.149446,293.69339,0.1225883,0.1163319,293.64145,0.07537741,0.08283869,293.63767,293.64319,0.1211838717995381,0.2268411229314702,0.251789002158297,0.2389999606481976,0.1980000549785024,0.1769999731148273,0.1690000066701182,0.1120000111572503,76.83657140427093,75.89216695267682,81.46371760433257,56.29999894130405,55.69999603174431,57.59998784870968,43.49998696763328,47.69999932360565,2023-07-05 17:40:00,147.0,5.3,6.1,0.27,2.6,2.51,156.0,1014.4,20.5,19.5,19.7,99.0,99.0,2023_7_5_17:40:00,2023_7_5_17:40:00.png,2023-07-05 17:40:00,0.13,Low,green
100728.2,296.64,1.49,0.17,23.63,120.4,2.96,1.795,0.05518016,0.1279988,294.02026,0.05623093,0.1809991,293.96408,0.01180192,0.161,293.66519,0.1343503,0.1343503,293.54672,0.09255641,0.0955108,293.53189,0.08112351,0.09771374,293.57355,0.09126104,0.1035153,293.51941,0.058,0.100459,293.52768,293.54483,0.1393863080042857,0.1895325610270565,0.161431983558669,0.190000016368894,0.1330000073260453,0.1269999955098727,0.1379999809998958,0.1160000460387839,66.67917229413263,72.74156537523538,85.80749739676372,45.0,45.899998227370965,50.29999997439474,48.59999161428375,60.0000131288794,2023-07-05 18:40:00,149.0,6.0,7.0,0.3,2.6,2.53,167.0,1013.9,20.9,19.4,19.6,99.0,99.0,2023_7_5_18:40:00,2023_7_5_18:40:00.png,2023-07-05 18:40:00,0.17,Low,green
100694.1,297.12,1.48,0.14,23.62,132.0,2.71,1.729,0.04982558,0.1559992,293.95551,0.04759511,0.2699996,293.87091,0.02810328,0.1939998,293.82169,0.144907,0.1228901,293.74677,0.08534875,0.1618783,293.75192,0.05728566,0.1461758,293.8071,0.09313942,0.1150176,293.76361,0.122426,0.1106204,293.77399,293.78915,0.1637630569541751,0.2741625038112836,0.1960247860521684,0.1900000403342325,0.1829999812498692,0.1570000361378162,0.1479999995530284,0.1649999950671514,72.28670614050164,80.00269698512723,81.75733349998133,40.300006249344015,62.19999873903705,68.60000326383532,50.999998801499714,42.100005231767774,2023-07-05 19:40:00,153.0,5.6,6.5,0.43,2.86,2.71,166.0,1013.5,21.3,19.0,19.2,99.0,99.0,2023_7_5_19:40:00,2023_7_5_19:40:00.png,2023-07-05 19:40:00,0.14,Low,green
100672.3,297.3,1.58,0.15,23.28,122.9,3.94,2.637,0.059931,0.176999,293.91571,0.02189515,0.1929999,293.90457,0.01660855,0.1559999,293.88126,0.1342627,0.1106776,293.77457,0.1236936,0.1030577,293.77698,0.1051412,0.1284575,293.82709,0.1054882,0.0725,293.7803,0.04005493,0.1310137,293.79791,293.81836,0.1868699300636675,0.1942378927849365,0.1568815245116916,0.1740000107846261,0.1609999882305896,0.1660000037460541,0.1280000403876499,0.1369999525729658,71.29414978967512,83.52767009243125,83.92288925218325,39.49999266504263,39.80002126891804,50.70001214486082,34.49998848405418,72.99999111382583,2023-07-05 20:40:00,151.0,4.6,5.1,0.41,3.13,2.79,169.0,1013.3,21.5,18.8,19.1,99.0,99.0,2023_7_5_20:40:00,2023_7_5_20:40:00.png,2023-07-05 20:40:00,0.15,Low,green
100643.1,297.25,1.23,0.1,24.74,110.0,4.07,3.347,0.0578122,0.1959991,294.18173,0.04959001,0.2309995,293.97495,0.02148151,0.1809999,293.96091,0.1245098,0.1526641,293.87174,0.09700514,0.1771835,293.78275,0.1117201,0.1227788,293.81793,0.08169578,0.1136917,293.7374,0.05799734,0.09464306,293.74304,293.76859,0.2043474924476686,0.2362624347882034,0.1822701815215261,0.1970000449869238,0.2019999748976954,0.1660000435947231,0.1400000111382081,0.1110000011407171,73.56596700186307,77.88387381043934,83.23165706895759,50.80000039708507,61.299998198445095,47.700003071741214,54.29999802925421,58.50000077459004,2023-07-05 21:40:00,187.0,4.3,4.9,0.38,3.13,2.81,176.0,1013.3,22.6,19.1,19.4,99.0,99.0,2023_7_5_21:40:00,2023_7_5_21:40:00.png,2023-07-05 21:40:00,0.1,Low,green
100605.7,297.44,1.38,0.08,24.71,105.1,4.61,3.94,0.03508109,0.1499996,294.51047,0.01579523,0.1809999,294.26987,0.0236876,0.1739998,294.06064,0.04342948,0.09229236,294.00436,0.04741286,0.1433632,293.95398,0.03018409,0.07946018,293.92557,0.01674936,0.07618044,293.83432,0.01626394,0.05254031,293.8226,293.80353,0.1540472748079241,0.1816877901532265,0.1756047630156995,0.1019999972913725,0.1509999549921111,0.0849999970280029,0.0780000031987384,0.0549999992656336,76.83657252598319,85.01263188504012,82.2476507626872,64.80000408886102,71.69999469216201,69.20000054030302,77.5999971464438,72.80000276473356,2023-07-05 22:40:00,312.0,5.3,8.0,0.32,3.13,2.82,174.0,1013.9,22.2,19.2,18.9,99.0,99.0,2023_7_5_22:40:00,2023_7_5_22:40:00.png,2023-07-05 22:40:00,0.08,Low,green
